ward,type,location,year,est_cost,id,point_location,lat,long,query
23,Curb & Gutter Menu,5314 S Narragansett,2012,2261,18505,5314 S Narragansett,41.7955262,-87.7822155,google
40,Alley Resurfacing Menu,5315 N WESTERN AVE,2016,9883.33,32511,5315 N WESTERN AVE,41.97794147600007,-87.68922114599997,census
23,Sidewalk Menu,5315 S NARRAGANSETT AVE,2020,2066.64,41556,5315 S NARRAGANSETT AVE,41.79568042000005,-87.78189727699998,census
48,Sidewalk Menu,5316 N WAYNE AVE,2022,5046.39,39043,5316 N WAYNE AVE,41.97848823700008,-87.66361983099995,census
23,Curb & Gutter Menu,5316 S AVERS AVE,2016,2784.85,18844,5316 S AVERS AVE,41.796536409000055,-87.71958280299998,census
16,Alley Speed Hump Menu,5316 S HAMILTON AVE,2017,1400,13643,5316 S HAMILTON AVE,41.79693669100004,-87.67801815099995,census
23,Sidewalk Menu,5316 S HARDING AVE,2021,2793.47,19225,5316 S HARDING AVE,41.79647580400007,-87.72203091599994,census
14,Sidewalk Menu,5316 S KILPATRICK AVE,2016,4473.85,11957,5316 S KILPATRICK AVE,41.79653763300007,-87.74041612399998,census
31,Curb & Gutter Menu,5316 W PARKER AVE,2015,643,25432,5316 W PARKER AVE,41.930461242000035,-87.75937614599997,census
16,Sidewalk Menu,5317 S HAMILTON AVE,2016,17400.87,13608,5317 S HAMILTON AVE,41.79693669100004,-87.67800344299997,census
23,Sidewalk Menu,5317 S NARRAGANSETT AVE,2020,2066.64,41555,5317 S NARRAGANSETT AVE,41.79564869200004,-87.78189633999995,census
23,Curb & Gutter Menu,5317 S NEWLAND AVE,2016,4017.37,18848,5317 S NEWLAND AVE,41.7952829,-87.7950515,google
23,Sidewalk Menu,5317 S NEWLAND AVE,2016,1269.22,18917,5317 S NEWLAND AVE,41.7952829,-87.7950515,google
14,Street Lighting,5317 S. MOZART,2008,500,11308,5317 S. MOZART,41.7968034,-87.6948351,google
48,Curb & Gutter Menu,5318 N LAKEWOOD AVE,2019,3521.13,38903,5318 N LAKEWOOD AVE,41.978542409000056,-87.66241497799996,census
41,Street Speed Hump Menu,5318 N OLCOTT AVE,2017,1850,42942,5318 N OLCOTT AVE,41.97659532100005,-87.81443234899996,census
31,Sidewalk Menu,5318 W DIVERSEY AVE,2021,5821.65,25649,5318 W DIVERSEY AVE,41.93136906600006,-87.75945521599994,census
38,Floodlight Menu,5318 W HUTCHINSON ST,2012,500,30913,5318 W HUTCHINSON ST,41.957832359000065,-87.76033660299998,census
30,Curb & Gutter Menu,5318 W MELROSE ST,2022,2293.26444444444,42261,5318 W MELROSE ST,41.93958182100005,-87.75974698499994,census
14,Sidewalk Menu,5319 S KILPATRICK AVE,2018,13895.04,12062,5319 S KILPATRICK AVE,41.79652452700003,-87.74040088599997,census
23,Curb & Gutter Menu,5319 S NEWCASTLE AVE,2019,11197.78,19096,5319 S NEWCASTLE AVE,41.7953156,-87.7925854,google
45,Sidewalk Menu,5319 W GIDDINGS ST,2018,10808.73,36643,5319 W GIDDINGS ST,41.96632722900006,-87.76052931099997,census
30,Curb & Gutter Menu,5319 W MELROSE ST,2022,2293.26444444444,42258,5319 W MELROSE ST,41.93957085900007,-87.75974671499995,census
1,Sidewalk Menu,532 N BISHOP ST,2016,14004.96,677,532 N BISHOP ST,41.89154644400003,-87.66390627599998,census
11,Sidewalk Menu,532 W 42ND PL,2022,3693.7,8792,532 W 42ND PL,41.8173863,-87.6398246,google
49,Alley Speed Hump Menu  1,532 W JUNEWAY TER,2019,700,39630,532 W JUNEWAY TER,42.0225174,-87.6718473,google
23,Sidewalk Menu,5320 S AUSTIN AVE,2020,1275.45,19172,5320 S AUSTIN AVE,41.7955614,-87.7723937,google
23,Curb & Gutter Menu,5320 S NEWCASTLE AVE,2020,2899.54,19167,5320 S NEWCASTLE AVE,41.7951956,-87.7932298,google
23,Curb & Gutter Menu,5320 S SAYRE AVE,2018,4402.62,19030,5320 S SAYRE AVE,41.7951632,-87.7968114,google
41,Miscellaneous CDOT Projects,5320 W DEVON AVE,2017,12000,33255,5320 W DEVON AVE,41.99733067200003,-87.76147165099997,census
30,Sidewalk Menu,5320 W FLETCHER ST,2021,1342.13,24741,5320 W FLETCHER ST,41.937756096000044,-87.75971258899995,census
30,Sidewalk Menu,5320 W MELROSE ST,2018,4170.95,24601,5320 W MELROSE ST,41.939581127000054,-87.75979777699996,census
36,Sidewalk Menu,5320 W WAVELAND AVE,2021,4753.98,29707,5320 W WAVELAND AVE,41.94779824900007,-87.76005325899996,census
23,Bollard Menu,5321 S MASSASOIT AV,2007,1428,18082,5321 S MASSASOIT AV,41.79618206600003,-87.76605709599994,census
23,Curb & Gutter Menu,5322 S MEADE AVE,2018,2862.36,19023,5322 S MEADE AVE,41.7954927,-87.7749212,google
30,Curb & Gutter Menu,5323 W MELROSE ST,2022,2293.26444444444,42259,5323 W MELROSE ST,41.93956971000006,-87.75983078399997,census
14,Alley Speed Hump Menu,5324 S FRANCISCO AVE,2019,700,12084,5324 S FRANCISCO AVE,41.7965276,-87.6966002,google
45,Miscellaneous CDOT Projects,5326 N MULLIGAN AVE,2016,3997.01,36507,5326 N MULLIGAN AVE,41.9783232,-87.7868915,google
23,Sidewalk Menu,5326 S NOTTINGHAM AVE,2020,9279.53,19174,5326 S NOTTINGHAM AVE,41.7950053,-87.7993571,google
3,Miscellaneous CDOT Projects,5327 S CALUMET AVE,2022,300,3005,5327 S CALUMET AVE,41.79787942400003,-87.61767199999997,census
23,Sidewalk Menu,5327 S NAGLE AVE,2016,3263.4,18901,5327 S NAGLE AVE,41.7952328,-87.7828331,google
3,Miscellaneous CDOT Projects,5327 S SHIELDS AVE,2022,150,3006,5327 S SHIELDS AVE,41.79736032000005,-87.63427976399998,census
30,Curb & Gutter Menu,5328 W MELROSE ST,2022,2293.26444444444,42260,5328 W MELROSE ST,41.939578950000055,-87.75995715899995,census
23,School Projects,5329 S OAK PARK AVE,2014,43802,18705,5329 S OAK PARK AVE,41.79531762100004,-87.79165184599998,census
23,Flood Lighting for Byrne Elementary Playground,5329 S OAK PARK AVE,2021,2375,19217,5329 S OAK PARK AVE,41.79531762100004,-87.79165184599998,census
23,Michael M Byrne School Playground Repair and LED light Fixture,5329 S OAK PARK AVE,2022,30829,19274,5329 S OAK PARK AVE,41.79531762100004,-87.79165184599998,census
23,Schools,5329 S. Oak Park Ave.,2008,10500,18258,5329 S. Oak Park Ave.,41.7951192,-87.7907818,google
23,Schools,5329 S. Oak Park Ave.,2008,4252,18259,5329 S. Oak Park Ave.,41.7951192,-87.7907818,google
3,Traffic Signal Miscellaneous Menu,5330 S CALUMET AVE,2016,342.24,2777,5330 S CALUMET AVE,41.797825233000026,-87.61768531499996,census
31,Floodlight Menu,5330 W NELSON ST,2014,600,25412,5330 W NELSON ST,41.93592916000006,-87.75985716899999,census
14,Sidewalk Menu,5331 S MOBILE AVE,2018,7410.605,41012,5331 S MOBILE AVE,41.79547483500005,-87.77945382299998,census
23,Sidewalk Menu,5332 S MOODY AVE,2019,1557.2,19120,5332 S MOODY AVE,41.79551524500005,-87.77581350899999,census
40,Street Light Upgrade Menu,5334 N CALIFORNIA AVE,2021,331.12,42916,5334 N CALIFORNIA AVE,41.79665277200007,-87.69388436899999,census
3,Miscellaneous CDOT Projects,5334 S INDIANA AVE,2021,150,2945,5334 S INDIANA AVE,41.79757977200006,-87.62092340399994,census
37,Miscellaneous-CDOT,5334 W NORTH AV,2005,750,29818,5334 W NORTH AV,41.90946195500004,-87.75937541599995,census
23,Sidewalk Menu,5335 S MOBILE AVE,2018,2483.37,19040,5335 S MOBILE AVE,41.7950539,-87.7791825,google
23,Sidewalk Menu,5336 S NORMANDY AVE,2018,5268.83,19051,5336 S NORMANDY AVE,41.7948495,-87.7895123,google
31,Street Light Upgrade Menu,5336 W DIVERSEY AVE,2022,500,25673,5336 W DIVERSEY AVE,41.93136380100003,-87.75984268999997,census
3,Traffic Signal Miscellaneous Menu,5338 S CALUMET AVE,2016,710.8,2778,5338 S CALUMET AVE,41.797688005000055,-87.61768178399996,census
37,Sidewalk Menu,5338 W LE MOYNE ST,2022,16322.68,30483,5338 W LE MOYNE ST,41.9077775,-87.7600155,google
23,Sidewalk Menu,5339 S NASHVILLE AVE,2016,4083.4,18902,5339 S NASHVILLE AVE,41.7948235,-87.7864977,google
29,Miscellaneous CDOT Projects,5339 W MONROE ST,2022,125,42098,5339 W MONROE ST,41.87932758000005,-87.75865624499994,census
11,Sidewalk Menu,534 W 32ND ST,2015,3857,8487,534 W 32ND ST,41.836305422000066,-87.64030358399998,census
45,Curb & Gutter Menu,5340 N MELVINA AVE,2018,1251.57,36614,5340 N MELVINA AVE,41.9786712,-87.7838559,google
30,Curb & Gutter Menu,5340 W,2022,2293.26444444444,42262,5340 W,41.8951563,-87.7597293,google
45,Sidewalk Menu,5341 W GIDDINGS ST,2016,26230.54,36527,5341 W GIDDINGS ST,41.96641968900008,-87.76118440599998,census
3,Traffic Signal Miscellaneous Menu,5342 S CALUMET AVE,2016,350.32,2779,5342 S CALUMET AVE,41.79762426900004,-87.61768014299997,census
38,Alley Apron Menu,5342 W CUYLER AVE,2022,19230.11,31285,5342 W CUYLER AVE,41.954172947000075,-87.76104736099995,census
23,Sidewalk Menu,5343 S MEADE AVE,2017,9904.83,18960,5343 S MEADE AVE,41.7949507,-87.7742807,google
23,Alley Apron Menu,5343 S RIDGEWAY AVE,2019,10885.01,19090,5343 S RIDGEWAY AVE,41.7956783,-87.7168576,google
23,Alley Speed Hump Menu,5344 S MILLARD AVE,2021,350,41575,5344 S MILLARD AVE,41.79637775000003,-87.71467217499998,census
23,Sidewalk Menu,5344 S MOODY AVE,2018,2246.27,19041,5344 S MOODY AVE,41.79532488500007,-87.77580786899995,census
31,Alley Apron Menu,5344 W GEORGE ST,2017,13311.02,25530,5344 W GEORGE ST,41.93319194900005,-87.75979050099994,census
23,Curb & Gutter Menu,5345 S NEWLAND AVE,2020,4798.77,19168,5345 S NEWLAND AVE,41.7945249,-87.7949645,google
23,Viaduct Improvement Menu,5346 S CICERO AVE,2021,21183.24,41583,5346 S CICERO AVE,41.79497221400004,-87.74289738599998,census
30,Curb & Gutter Menu,5346 W MELROSE ST,2022,2293.26444444444,42254,5346 W MELROSE ST,41.939573782000025,-87.76033547199995,census
30,Curb & Gutter Menu,5347 W MELROSE ST,2022,2293.26444444444,42255,5347 W MELROSE ST,41.93956281900006,-87.76033520099998,census
31,Street Light Upgrade,5348 W NELSON ST,2014,350,25421,5348 W NELSON ST,41.93592493700004,-87.76023861699997,census
23,Sidewalk Menu,5349 S NATCHEZ AVE,2017,5199.48,18961,5349 S NATCHEZ AVE,41.79510486800007,-87.78432544599997,census
45,Curb & Gutter Menu,5349 W CARMEN AVE,2018,7735.86,36621,5349 W CARMEN AVE,41.9731988,-87.7621505,google
23,Sidewalk Menu,5350 S NEWCASTLE AVE,2022,1051.26,19289,5350 S NEWCASTLE AVE,41.7944543,-87.7931306,google
23,Miscellaneous-CDOT,5350 S. Oak Park Ave. (Michael Byrne School),2007,13491,18094,5350 S. Oak Park Ave.,41.794423,-87.7919032,google
23,Sidewalk Menu,5352 S MOODY AVE,2016,7497.4,18914,5352 S MOODY AVE,41.79519797900008,-87.77580410899998,census
23,Sidewalk Menu,5352 S MOODY AVE,2016,4760.52,18924,5352 S MOODY AVE,41.79519797900008,-87.77580410899998,census
30,Curb & Gutter Menu,5353 W MELROSE ST,2022,2293.26444444444,42256,5353 W MELROSE ST,41.939561096000034,-87.76046130499998,census
3,Traffic Signal Miscellaneous Menu,5354 S CALUMET AVE,2016,350.32,2780,5354 S CALUMET AVE,41.79743306000006,-87.61767522299994,census
36,Curb & Gutter Menu,5354 W WAVELAND AVE,2018,3167.36,29545,5354 W WAVELAND AVE,41.94779011900005,-87.76079519499996,census
23,Curb & Gutter Menu,5355 S NEWCASTLE AVE,2018,3921.14,19025,5355 S NEWCASTLE AVE,41.7943342,-87.7925857,google
31,Sidewalk Menu,5355 W DRUMMOND PL,2015,4654,25460,5355 W DRUMMOND PL,41.928630448000035,-87.76010768499998,census
30,Curb & Gutter Menu,5355 W MELROSE ST,2022,2293.26444444444,42257,5355 W MELROSE ST,41.93956052200008,-87.76050333999996,census
48,Miscellaneous-CDOT,5356 N Sheridan (Bus Pad),2008,16508,38459,5356 N Sheridan,41.9798891,-87.6554437,google
45,Guardrail Menu,5357 N MCVICKER AV,2006,400,36061,5357 N MCVICKER AV,41.9791058,-87.7792881,google
45,Curb & Gutter Menu,5357 W LELAND AVE,2018,13592.96,36622,5357 W LELAND AVE,41.965571261000036,-87.76153243099998,census
23,Alley Apron Menu,5358 S HAMLIN AVE,2021,7512,41568,5358 S HAMLIN AVE,41.7952579,-87.7185611,google
23,Curb & Gutter Menu,5358 S NEW ENGLAND AVE,2016,2392.82,18845,5358 S NEW ENGLAND AVE,41.7942321,-87.7943525,google
41,Curb & Gutter Menu,5359 N PITTSBURGH AVE,2018,4708.85,33292,5359 N PITTSBURGH AVE,41.97801551900005,-87.83272084699996,census
23,Alley Apron Menu,5359 S AVERS AVE,2021,7512,41567,5359 S AVERS AVE,41.79586302400003,-87.71954835999998,census
14,Sidewalk Menu,5359 S FAIRFIELD AVE,2018,9420.04,12057,5359 S FAIRFIELD AVE,41.7956693,-87.6923651,google
23,Sidewalk Menu,5359 S NORDICA AVE,2016,2988.47,18906,5359 S NORDICA AVE,41.794224,-87.7975373,google
23,Miscellaneous-CDOT,5359 S. Avers,2007,1768,18102,5359 S. Avers,41.7952604,-87.719282,google
30,Sidewalk Menu,5359 W MELROSE ST,2017,8510.36,24524,5359 W MELROSE ST,41.939559374000055,-87.76058740899998,census
45,Miscellaneous CDOT Projects,5359 W WILSON AVE,2022,660,36747,5359 W WILSON AVE,41.9644072,-87.7622838,google
39,Miscellaneous CDOT Projects,5363 W DEVON AVE,2021,8333.33333333333,42846,5363 W DEVON AVE,41.99732170800007,-87.76287426999994,census
1,Floodlight Menu,537 N BISHOP ST,2013,250,525,537 N BISHOP ST,41.8921446,-87.6636807,google
11,Curb & Gutter Menu,538 W 29TH ST,2019,6773.44,8658,538 W 29TH ST,41.8419615,-87.640653,google
1,Floodlight Menu,539 N BISHOP ST,2013,250,526,539 N BISHOP ST,41.89220290500003,-87.66391437199997,census
43,Sidewalk Menu,539 W FULLERTON PKWY,2022,3569.62,35239,539 W FULLERTON PKWY,41.92554445800005,-87.64287179699994,census
11,Curb & Gutter Menu,540 W 46TH ST,2019,17632.28,8652,540 W 46TH ST,41.810820602000035,-87.63907524299998,census
43,Sidewalk Menu,540 W ARMITAGE AVE,2022,26453.48,35240,540 W ARMITAGE AVE,41.91827217400004,-87.64281979499998,census
44,Concrete Alley Menu,540 W BRIAR PL,2021,18963.78,43235,540 W BRIAR PL,41.93871015700006,-87.64341348199997,census
39,Street Resurfacing Menu,5400 N LAPORTE AVE,2021,11898.905,42852,5400 N LAPORTE AVE,41.980605783000044,-87.75204353599997,census
23,Viaduct Improvement Menu,5400 S CICERO AVE,2021,21183.24,41582,5400 S CICERO AVE,41.79431318300004,-87.74274485699999,census
14,Sidewalk Menu,5400 S FAIRFIELD AVE,2018,17544.4,12055,5400 S FAIRFIELD AVE,41.79543111900006,-87.69263084399995,census
23,Sidewalk Menu,5400 S HAMLIN AVE,2022,14078.58,19290,5400 S HAMLIN AVE,41.7950137,-87.7185893,google
23,Sidewalk Menu,5400 S KEDVALE AVE,2016,11007.18,18891,5400 S KEDVALE AVE,41.79491161200008,-87.72689355499995,census
23,Alley Speed Hump Menu,5400 S KILBOURN AVE,2020,1750,41549,5400 S KILBOURN AVE,41.79461139400007,-87.73546303699999,census
23,Miscellaneous-CDOT,5400 S Natoma,2007,7796,18114,5400 S Natoma,41.794013,-87.7882693,google
23,Sidewalk Menu,5400 S NEWLAND AVE,2015,5135,18744,5400 S NEWLAND AVE,41.7939173,-87.7955383,google
14,Sidewalk Menu,5400 S SPAULDING AVE,2018,5625.98,12061,5400 S SPAULDING AVE,41.97954096900003,-87.71121119399999,census
23,Miscellaneous-CDOT,5400 S. Avers,2007,1178,18098,5400 S. Avers,41.7949781,-87.7197873,google
30,Street Speed Hump Menu,5400 W MELROSE ST,2020,4700,24729,5400 W MELROSE ST,41.93955563500003,-87.76182077099998,census
30,Alley Speed Hump Menu,5400 W MELROSE ST,2020,700,42188,5400 W MELROSE ST,41.93955563500003,-87.76182077099998,census
29,Alley Resurfacing Menu,5400 W QUINCY ST,2021,35012.575,42066,5400 W QUINCY ST,41.87751533900007,-87.75967446699997,census
31,Street Light Upgrade Menu,5400 W SCHUBERT AVE,2022,500,42391,5400 W SCHUBERT AVE,41.92952377300003,-87.76146336099998,census
37,Street Lighting,5400 WEST HADDON AVE.,2006,2200,29897,5400 WEST HADDON AVE.,41.9015056,-87.7610689,google
48,Bollard Menu,5401 N BROADWAY,2016,3154.02,38719,5401 N BROADWAY,41.9801124,-87.6596158,google
40,Sidewalk Menu,5401 N LINCOLN AVE,2016,1966.18,32532,5401 N LINCOLN AVE,41.97958438000006,-87.69269041199999,census
23,Alley Apron Menu,5401 S HARDING AVE,2019,11292.96,19086,5401 S HARDING AVE,41.79495670400007,-87.72197336799996,census
23,Sidewalk Menu,5401 S HARLEM AVE,2017,9839.5,18955,5401 S HARLEM AVE,41.7938306,-87.8010678,google
23,Sidewalk Menu,5401 S LINDER AVE,2021,3288.66,19226,5401 S LINDER AVE,41.79447705200005,-87.75990547399994,census
14,Sidewalk Menu,5401 S MOZART ST,2022,15009.84,12251,5401 S MOZART ST,41.79538716500008,-87.69505621299999,census
23,Sidewalk Menu,5401 S NATCHEZ AVE,2016,14663.32,18904,5401 S NATCHEZ AVE,41.79408449400006,-87.78429490899998,census
23,Sidewalk Menu,5401 S NATCHEZ AVE,2016,4065.1,18921,5401 S NATCHEZ AVE,41.79408449400006,-87.78429490899998,census
23,Sidewalk Menu,5401 S NORDICA AVE,2016,12259.55,18907,5401 S NORDICA AVE,41.79388548500003,-87.79776833499994,census
23,Sidewalk Menu,5401 S SAYRE AVE,2016,13712.34,18909,5401 S SAYRE AVE,41.7939224,-87.796218,google
14,Street Lighting,5401 S. MOZART,2008,500,11309,5401 S. MOZART,41.7953642,-87.6947593,google
3,Miscellaneous CDOT Projects,5402 S INDIANA AVE,2020,150,2910,5402 S INDIANA AVE,41.7965024,-87.6213745,google
23,Alley Apron Menu,5402 S KENNETH AVE,2016,9087.64,18791,5402 S KENNETH AVE,41.79472518700004,-87.73424066099994,census
39,Alley Resurfacing Menu,5403 W DEVON AVE,2015,4473,31736,5403 W DEVON AVE,41.99732572800008,-87.76392591899997,census
45,Sidewalk Menu,5403 W LELAND AVE,2016,13337.06,36515,5403 W LELAND AVE,41.96555666100005,-87.76273968999999,census
45,Sidewalk Menu,5405 N CENTRAL AVE,2017,5459.98,36567,5405 N CENTRAL AVE,41.9795517,-87.7681535,google
23,Sidewalk Menu,5405 S NEENAH AVE,2019,2709.21,19132,5405 S NEENAH AVE,41.79401727800007,-87.78551414099996,census
3,Traffic Signal Miscellaneous Menu,5405 S PRINCETON AVE,2016,350.32,2781,5405 S PRINCETON AVE,41.79655313400008,-87.63304239499996,census
39,Miscellaneous Other,5405 W DEVON AVE,2014,4000,31702,5405 W DEVON AVE,41.99732572800008,-87.76395082499994,census
39,Miscellaneous CDOT Projects,5405 W DEVON AVE,2021,8333.33333333333,42845,5405 W DEVON AVE,41.99732572800008,-87.76395082499994,census
45,Bollard Menu,5408 N LONG AV,2010,630,36217,5408 N LONG AV,41.9796587,-87.763832,google
45,Miscellaneous CDOT Projects,5409 N NORTHWEST HWY,2021,2500,36717,5409 N NORTHWEST HWY,41.97879444400007,-87.77486069799994,census
23,Sidewalk Menu,5409 S NAGLE AVE,2022,7762.22,19291,5409 S NAGLE AVE,41.7938689,-87.7827931,google
5,Alley Resurfacing Menu,5409 S UNIVERSITY AVE,2018,20159.56,40438,5409 S UNIVERSITY AVE,41.79765377200005,-87.59812780499999,census
36,Miscellaneous CDOT,5411 W FULLERTON AVE,2015,16666.6666666667,42597,5411 W FULLERTON AVE,41.924039805000064,-87.76127156599995,census
30,Alley Resurfacing Menu,5411 W SCHUBERT AVE,2020,18414.75,42173,5411 W SCHUBERT AVE,41.92950684900006,-87.76167762499995,census
48,Sidewalk Menu,5412 N WAYNE AVE,2022,2508.21,39044,5412 N WAYNE AVE,41.980250709000074,-87.66367048799998,census
29,Street Light Upgrade Menu,5413 W MADISON ST,2021,500,23701,5413 W MADISON ST,41.880297004000056,-87.76058934299994,census
45,Miscellaneous Other,5414 N LINDER AVE,2015,100000,36496,5414 N LINDER AVE,41.9800274,-87.7664165,google
13,POD Camera,5414 W. 64 th Pl. (alley),2010,1800,10077,5414 W. 64 th Pl.,41.77540813000007,-87.75774191999994,census
38,Floodlight Menu,5415 W IRVING PARK RD,2013,600,30984,5415 W IRVING PARK RD,41.95323151500003,-87.76257355099995,census
30,Alley Resurfacing Menu,5415 W SCHOOL ST,2022,20379.39,42240,5415 W SCHOOL ST,41.94045225200006,-87.76215302099996,census
23,Bollard Menu,5416 S MENARD AV,2006,1940,18029,5416 S MENARD AV,41.7943415,-87.7675505,google
23,Sidewalk Menu,5416 S NEVA AVE,2020,7282.43,19176,5416 S NEVA AVE,41.79363029800004,-87.80031707999996,census
48,Curb & Gutter Menu,5417 N LAKEWOOD AVE,2019,2753.51,38904,5417 N LAKEWOOD AVE,41.98033353000005,-87.66245126299998,census
45,Bollard Menu,5417 W CARMEN AVE,2018,682.91,36605,5417 W CARMEN AVE,41.97333439800008,-87.76334547899995,census
29,Veteran's Peace Garden,5417 W MADISON ST,2016,90087.94,23471,5417 W MADISON ST,41.88029587600005,-87.76070888299995,census
31,Street Light Upgrade Menu,5418 W SCHUBERT AVE,2022,500,42392,5418 W SCHUBERT AVE,41.92951601300007,-87.76184207999995,census
38,Street Light Upgrade,5419 W IRVING PARK RD,2014,500,31021,5419 W IRVING PARK RD,41.953230811000026,-87.76265980499994,census
3,Miscellaneous CDOT Projects,542 E 47TH ST,2019,10533,2859,542 E 47TH ST,41.8096236,-87.6123025,google
3,Miscellaneous CDOT Projects,542 E 47TH ST,2021,150,2947,542 E 47TH ST,41.8096236,-87.6123025,google
23,Sidewalk Menu,5420 S AUSTIN AVE,2019,7508.38,19118,5420 S AUSTIN AVE,41.7935399,-87.772354000000007,google
3,Miscellaneous CDOT Projects,5420 S INDIANA AVE,2021,450,2946,5420 S INDIANA AVE,41.796087396000075,-87.62088493099998,census
40,Street Speed Hump Menu,5421 N BOWMANVILLE AVE,2018,1850,32629,5421 N BOWMANVILLE AVE,41.97988863900008,-87.68365199799996,census
45,Chicago Park District,5421 N. Menard,2006,100000,43271,5421 N. Menard,41.9792836,-87.7729703,google
23,Sidewalk Menu,5422 S NASHVILLE AVE,2016,2395.29,18903,5422 S NASHVILLE AVE,41.79377093200003,-87.78673977799997,census
3,Speed Indicator Signs,5422 S WELLS ST,2020,505,2917,5422 S WELLS ST,41.79638332500008,-87.63187850099996,census
30,Street Light Upgrade Menu,5422 W MELROSE ST,2020,500,24728,5422 W MELROSE ST,41.93954897400005,-87.76228310399995,census
30,Alley Speed Hump Menu,5422 W PARKER AVE,2017,700,24515,5422 W PARKER AVE,41.930427042000076,-87.76195866499995,census
48,Curb & Gutter Menu,5423 N LAKEWOOD AVE,2019,2545.96,38905,5423 N LAKEWOOD AVE,41.98043456400006,-87.66245386299994,census
48,Curb & Gutter Menu,5423 N LAKEWOOD AVE,2019,760.75,38913,5423 N LAKEWOOD AVE,41.98043456400006,-87.66245386299994,census
23,Alley Apron Menu,5423 S LOREL AVE,2019,13832.74,19084,5423 S LOREL AVE,41.794429265000076,-87.75623560299994,census
23,Sidewalk Menu,5423 S NAGLE AVE,2019,6094.59,19137,5423 S NAGLE AVE,41.793830713000034,-87.78306301999999,census
39,Miscellaneous CDOT Projects,5423 W DEVON AVE,2021,8333.33333333333,42844,5423 W DEVON AVE,41.99732572800008,-87.76417498399996,census
23,Curb & Gutter Menu,5424 S NEENAH AVE,2021,5727.84,19213,5424 S NEENAH AVE,41.79376588400004,-87.78552094899999,census
